HostResponseTime,HostResponseRate,HostAcceptRate,Superhost,HostListings,Neighborhood,Latitude,Longitude,RoomType,Accomodates,Bathrooms,Bedrooms,Beds,Price,MinNights,Availability30,Availability60,Availability90,Availability365,ReviewCount,FirstReview,AvgRating,RatingAccuracy,RatingClean,RatingCheckIn,RatingCommunication,RatingLocation,RatingValue,Instant Booking,BookingsPerMonth,CommissionsPerMonth
within an hour,1,1,t,7,Centro Storico,43.7697,11.25305,Entire home/apt,6,2,2,2,251,1,27,51,68,279,9,2015.9,5,5,5,5,5,4.8,4.8,t,0.13,14.6835
within an hour,1,1,t,7,Centro Storico,43.7697,11.25305,Entire home/apt,2,1,1,1,210,1,30,60,87,301,2,2016.8,5,5,5,5,5,5,5,t,0.03,2.835
within an hour,1,1,t,7,Centro Storico,43.7697,11.25305,Entire home/apt,3,1,2,2,230,1,30,60,90,317,6,2018.5,5,5,5,5,5,5,4.75,t,0.16,16.56
within an hour,1,1,t,7,Centro Storico,43.7697,11.25305,Entire home/apt,4,1,2,1,225,2,25,55,82,304,1,2017.3,5,5,5,5,5,5,5,t,0.02,2.025
within an hour,1,1,t,6,Centro Storico,43.76746,11.25024,Entire home/apt,6,1,2,2,150,2,19,45,73,340,20,2016.7,4.78,4.83,4.67,4.94,4.94,4.83,4.72,t,0.33,22.275
within an hour,1,1,f,26,Centro Storico,43.7654,11.26767,Entire home/apt,2,1,1,1,59,2,14,44,74,349,144,2015.7,4.53,4.7,4.7,4.75,4.77,4.73,4.64,t,2,53.1
within a few hours,0.97,0.84,t,22,Centro Storico,43.77292,11.26327,Entire home/apt,6,1.5,1,0,80,3,15,30,45,278,61,2016.4,4.69,4.89,4.85,4.83,4.8,4.97,4.66,t,0.97,34.92
within a few hours,1,1,f,5,Centro Storico,43.7715,11.26716,Private room,2,0,1,2,45,3,25,45,45,113,62,2015.7,4.56,4.48,4.48,4.73,4.74,4.73,4.61,t,0.87,17.6175
within a few hours,1,1,f,5,Centro Storico,43.77315,11.26605,Private room,1,1,1,1,35,3,6,26,26,26,133,2015.8,4.73,4.88,4.79,4.91,4.95,4.85,4.81,t,1.88,29.61
within a few hours,1,1,f,2,Centro Storico,43.77038,11.24571,Entire home/apt,4,2,2,2,60,2,14,40,69,317,82,2016.7,4.6,4.76,4.81,4.71,4.75,4.8,4.63,t,1.37,36.99
within a few hours,1,1,f,2,Centro Storico,43.77,11.24477,Entire home/apt,1,1,1,1,42,3,30,60,90,365,102,2015.7,4.43,4.51,4.77,4.72,4.74,4.89,4.53,t,1.42,26.838
within an hour,1,0.99,f,42,Centro Storico,43.77108,11.25839,Entire home/apt,2,1,1,1,75,2,4,7,18,31,267,2015.7,4.74,4.77,4.86,4.73,4.67,4.98,4.71,t,3.71,125.2125
within an hour,0.95,0.97,f,1,Centro Storico,43.76718,11.24579,Entire home/apt,2,1,,1,33,2,5,12,36,119,315,2015.8,4.41,4.63,4.69,4.6,4.44,4.82,4.5,t,4.44,65.934
within an hour,1,0.87,t,20,Centro Storico,43.76634,11.24926,Entire home/apt,4,1,1,3,44,2,11,31,61,202,317,2015.7,4.67,4.77,4.65,4.83,4.89,4.92,4.64,t,4.41,87.318
within a day,1,1,f,3,Centro Storico,43.76901,11.24389,Entire home/apt,2,1,1,1,53,2,19,49,79,354,6,2019,4.67,4.5,4.67,5,5,5,5,t,0.19,4.5315
within a few hours,1,1,t,4,Centro Storico,43.77234,11.25956,Entire home/apt,2,1,1,1,66,3,29,59,89,90,62,2015.7,4.73,4.89,4.89,4.89,4.92,4.98,4.77,f,0.87,25.839
within an hour,1,1,f,1,Centro Storico,43.77902,11.25644,Entire home/apt,4,1,1,2,61,1,6,22,25,300,225,2015.8,4.78,4.85,4.84,4.81,4.88,4.84,4.8,t,3.17,87.0165
within an hour,0.9,0.86,f,1,Centro Storico,43.77119,11.27079,Entire home/apt,2,1,1,1,29,4,1,3,3,42,66,2015.9,4.73,4.83,4.82,4.78,4.83,4.82,4.68,f,0.95,12.3975
within an hour,1,0.83,f,10,Centro Storico,43.77572,11.25225,Entire home/apt,15,0,7,14,495,2,6,36,50,299,7,2018.3,4.71,4.71,4.86,4.86,5,5,4.71,f,0.17,37.8675
within an hour,1,0.99,f,6,Centro Storico,43.77564,11.25523,Private room,2,0,1,1,49,1,26,46,76,351,537,2015.8,4.51,4.67,4.62,4.66,4.8,4.92,4.57,t,7.55,166.4775
within an hour,1,1,t,3,Centro Storico,43.76948,11.24689,Entire home/apt,4,1,2,2,501,2,30,60,90,172,152,2016.3,4.86,4.91,4.93,4.96,4.97,4.95,4.89,f,2.36,532.062
within an hour,1,0.99,f,2,Centro Storico,43.76757,11.25189,Entire home/apt,4,1,2,2,68,2,5,24,54,329,138,2016.1,4.64,4.78,4.75,4.58,4.73,4.97,4.74,f,2.05,62.73
within an hour,1,1,f,4,Centro Storico,43.76512,11.25394,Entire home/apt,2,1,1,1,49,3,3,33,63,338,116,2016.1,4.68,4.8,4.74,4.91,4.92,4.93,4.71,t,1.72,37.926
within a day,0.6,0.33,f,1,Centro Storico,43.76435,11.24637,Entire home/apt,2,1,,1,51,2,18,48,78,353,136,2015.8,4.34,4.7,4.26,4.71,4.63,4.88,4.5,f,1.93,44.2935
within an hour,1,0.91,t,4,Centro Storico,43.77662,11.2516,Private room,2,1,1,2,50,1,1,10,40,116,213,2015.7,4.69,4.85,4.85,4.9,4.9,4.89,4.75,t,2.98,67.05
within an hour,1,0.99,t,19,Centro Storico,43.77302,11.25385,Entire home/apt,4,1,1,1,97,1,3,16,36,277,157,2015.8,4.62,4.78,4.82,4.81,4.81,4.78,4.65,t,2.22,96.903
within an hour,1,0.67,f,2,Centro Storico,43.76354,11.26186,Entire home/apt,2,1,,1,39,2,5,15,45,320,148,2015.7,4.42,4.71,4.7,4.7,4.71,4.75,4.51,t,2.06,36.153
within an hour,1,1,t,10,Centro Storico,43.76223,11.24312,Entire home/apt,6,1,2,4,125,3,0,0,0,193,36,2015.9,4.69,4.75,4.78,4.92,4.89,4.72,4.61,f,0.52,29.25
within an hour,0.86,0.89,f,64,Centro Storico,43.76905,11.25345,Entire home/apt,4,1,1,1,110,2,30,60,90,364,54,2016.7,4.76,4.96,4.87,4.7,4.66,4.98,4.75,t,0.9,44.55
within an hour,1,0.98,f,1,Centro Storico,43.76833,11.24427,Entire home/apt,4,1,1,2,65,1,14,44,74,349,256,2015.7,4.47,4.75,4.44,4.75,4.71,4.85,4.6,t,3.55,103.8375
within an hour,0.98,1,t,15,Centro Storico,43.7695,11.26061,Entire home/apt,2,1,1,1,43,1,2,12,28,302,345,2015.7,4.71,4.78,4.89,4.96,4.95,4.95,4.72,f,4.78,92.493
within an hour,1,1,f,3,Centro Storico,43.77401,11.24789,Entire home/apt,4,2,2,3,100,3,30,60,82,355,201,2015.9,4.66,4.81,4.78,4.9,4.91,4.95,4.74,t,2.89,130.05
within an hour,1,1,t,12,Centro Storico,43.7682,11.25578,Entire home/apt,4,1,1,3,115,2,14,35,63,334,139,2015.8,4.88,4.96,4.93,4.93,4.96,4.91,4.86,t,1.95,100.9125
within a day,0.88,0.65,f,23,Centro Storico,43.76676,11.24458,Entire home/apt,9,0,5,7,168,1,6,27,27,37,31,2015.7,4.45,4.5,4.52,4.67,4.6,4.67,4.63,f,0.43,32.508
within a few hours,1,0.6,f,4,Centro Storico,43.76732,11.25988,Entire home/apt,4,1,2,4,60,1,11,41,71,346,13,2016.1,4.54,4.69,4.85,4.62,4.62,4.92,4.67,f,0.19,5.13
within an hour,1,1,f,9,Centro Storico,43.76724,11.25311,Entire home/apt,4,1,1,2,63,3,5,27,48,318,7,2016.6,4.5,4.5,4.33,4.17,4.17,4.83,4,t,0.11,3.1185
within an hour,1,1,t,3,Centro Storico,43.77267,11.25302,Entire home/apt,2,1,1,0,70,3,0,0,0,213,242,2015.9,4.86,4.93,4.94,4.89,4.95,5,4.83,f,3.48,109.62
within an hour,1,1,f,6,Centro Storico,43.77365,11.26298,Entire home/apt,4,1,1,2,65,2,16,46,76,351,279,2016,4.87,4.94,4.91,4.96,4.97,4.95,4.88,t,4.05,118.4625
within an hour,1,1,t,3,Centro Storico,43.764,11.2571,Entire home/apt,8,2,2,0,69,2,0,0,10,281,34,2016.1,4.73,4.93,4.9,4.93,4.93,4.97,4.69,f,0.51,15.8355
within a few hours,1,1,f,5,Centro Storico,43.77291,11.26711,Private room,2,1,1,2,45,3,30,50,50,50,48,2016.4,4.67,4.79,4.71,4.91,4.9,4.83,4.64,t,0.76,15.39
within an hour,0.99,0.99,f,38,Centro Storico,43.77128,11.25957,Private room,3,0,1,2,101,1,3,7,21,276,16,2019.2,4.69,4.38,4.69,4.75,4.75,4.94,4.56,t,0.55,24.9975
within an hour,1,1,t,1,Centro Storico,43.76699,11.25125,Entire home/apt,2,1,,1,50,3,0,5,28,267,439,2015.8,4.88,4.93,4.95,4.94,4.95,4.96,4.85,t,6.16,138.6
within an hour,0.99,0.99,f,38,Centro Storico,43.77113,11.2593,Private room,2,0,1,1,87,1,3,19,42,302,3,2017.6,3,3,2.5,4,3,4,3,t,0.06,2.349
within a day,0.8,0.44,f,4,Centro Storico,43.76635,11.24592,Entire home/apt,8,2,3,7,69,3,0,0,0,0,14,2016.1,4.86,4.93,4.79,5,5,5,4.92,f,0.21,6.5205
within an hour,0.99,0.99,f,38,Centro Storico,43.77118,11.25903,Private room,3,0,1,2,98,1,5,22,49,312,7,2019.6,4.71,4,4.71,4.71,4.86,4.86,4.57,t,0.29,12.789
within a day,0.8,0.77,t,3,Centro Storico,43.77128,11.26183,Entire home/apt,4,1,1,1,50,2,0,0,0,259,154,2015.8,4.87,4.96,4.92,4.99,4.99,4.88,4.86,f,2.18,49.05
within an hour,0.99,0.99,f,38,Centro Storico,43.7722,11.2594,Private room,4,0,1,3,110,1,10,32,62,325,4,2019.6,4.25,4,4.5,5,5,5,4.25,t,0.16,7.92
within an hour,1,1,t,9,Centro Storico,43.77809,11.25474,Private room,4,1,1,2,53,1,25,51,81,356,329,2016,4.85,4.91,4.86,4.92,4.92,4.91,4.86,t,4.81,114.7185
within an hour,1,1,t,11,Centro Storico,43.78066,11.2565,Entire home/apt,4,1,1,1,106,1,4,21,47,311,270,2015.8,4.95,4.98,4.94,4.99,4.99,4.91,4.83,t,3.83,182.691
within an hour,1,0.73,t,8,Centro Storico,43.77136,11.26292,Entire home/apt,3,1,2,2,100,3,0,20,50,325,200,2016.6,4.84,4.84,4.9,4.88,4.9,4.9,4.81,t,3.27,147.15
within an hour,0.99,0.98,f,35,Centro Storico,43.77137,11.2508,Entire home/apt,7,0,3,4,112,3,9,33,41,265,88,2015.8,4.75,4.81,4.87,4.65,4.84,4.94,4.79,t,1.25,63
within a day,0.88,0.65,f,23,Centro Storico,43.7786,11.25502,Entire home/apt,5,2,2,2,98,1,28,58,88,363,253,2015.9,4.56,4.73,4.65,4.67,4.47,4.8,4.63,f,3.64,160.524
within an hour,1,1,t,1,Centro Storico,43.76959,11.24679,Entire home/apt,4,1.5,2,2,96,3,0,1,26,112,142,2016.3,4.89,4.91,4.96,4.89,4.95,4.96,4.89,t,2.21,95.472
within an hour,0.86,0.89,f,64,Centro Storico,43.7658,11.25497,Entire home/apt,6,2,3,3,311,2,0,0,0,161,72,2016.1,4.36,4.61,4.61,4.61,4.5,4.99,4.41,t,1.07,149.7465
within a few hours,1,1,f,8,Centro Storico,43.76708,11.24966,Entire home/apt,2,1,1,2,90,1,29,58,82,357,1,2019.9,5,4,4,5,5,5,4,f,0.05,2.025
within an hour,1,0.95,f,6,Centro Storico,43.77125,11.26063,Entire home/apt,4,1,1,3,153,1,5,23,53,145,44,2018.1,4.81,4.83,4.71,4.81,4.93,5,4.76,f,1.03,70.9155
within an hour,1,1,t,9,Centro Storico,43.77643,11.25629,Private room,4,1,1,2,59,1,18,45,75,350,406,2016,4.9,4.94,4.86,4.92,4.96,4.94,4.86,t,5.95,157.9725
within a few hours,1,1,t,4,Centro Storico,43.76867,11.25329,Entire home/apt,6,2,2,2,195,2,29,59,89,174,103,2017.1,4.82,4.88,4.98,4.93,4.99,4.97,4.87,t,1.86,163.215
within an hour,1,1,t,1,Centro Storico,43.77428,11.24212,Entire home/apt,6,1,2,3,50,2,1,13,43,318,217,2015.8,4.88,4.93,4.95,4.99,4.96,4.83,4.87,f,3.07,69.075
within an hour,0.86,0.89,f,64,Centro Storico,43.77323,11.26306,Entire home/apt,8,0,3,5,300,2,0,0,0,12,133,2015.9,4.74,4.79,4.71,4.79,4.72,4.95,4.72,t,1.9,256.5
within an hour,1,1,t,9,Centro Storico,43.7762,11.2552,Entire home/apt,8,2,2,4,200,1,16,42,72,347,63,2016,4.98,4.97,4.98,4.97,4.98,4.98,4.95,f,0.92,82.8
within a day,1,0,t,1,Centro Storico,43.76581,11.2448,Entire home/apt,3,1,2,2,86,2,29,59,61,290,84,2016.4,4.93,4.94,4.99,5,4.99,4.95,4.9,f,1.33,51.471
within an hour,0.9,1,t,1,Centro Storico,43.76712,11.24579,Entire home/apt,2,1,1,1,55,5,4,6,17,262,60,2015.9,4.77,4.87,4.57,4.93,5,4.95,4.75,t,0.86,21.285
within an hour,1,1,f,189,Centro Storico,43.77245,11.26427,Entire home/apt,6,1,2,4,240,3,0,0,0,11,5,2016.4,4.4,5,4.6,5,5,4.6,4.6,t,0.08,8.64
within an hour,1,1,t,1,Centro Storico,43.78104,11.25918,Entire home/apt,4,1,2,2,40,2,0,0,0,212,140,2016.2,4.6,4.81,4.86,4.68,4.72,4.8,4.64,f,2.12,38.16
within an hour,0.92,0.98,f,2,Centro Storico,43.77656,11.25139,Entire home/apt,4,1,1,4,31,2,5,14,36,273,203,2015.9,4.63,4.72,4.71,4.93,4.92,4.91,4.71,f,2.91,40.5945
within an hour,0.86,0.89,f,64,Centro Storico,43.77181,11.26156,Entire home/apt,3,1,1,1,115,2,0,0,0,134,64,2016.1,4.36,4.53,4.53,4.47,4.65,4.87,4.35,t,0.95,49.1625
within an hour,1,1,f,33,Centro Storico,43.76901,11.24116,Entire home/apt,2,1,1,1,84,1,26,46,47,263,6,2016.9,4.83,5,4.83,5,5,5,4.67,t,0.1,3.78
within an hour,1,1,t,6,Centro Storico,43.7673,11.24905,Entire home/apt,6,1,2,2,150,2,19,45,73,340,28,2016.1,4.71,4.82,4.82,4.93,4.96,4.93,4.86,t,0.42,28.35
within an hour,1,1,f,1,Centro Storico,43.76214,11.24206,Entire home/apt,2,1,1,1,53,2,0,10,35,310,246,2015.9,4.73,4.81,4.7,4.88,4.88,4.63,4.75,t,3.53,84.1905
within an hour,1,1,t,2,Centro Storico,43.77277,11.24723,Entire home/apt,3,1,1,1,66,2,4,16,41,121,216,2015.9,4.78,4.8,4.72,4.93,4.89,4.94,4.75,t,3.09,91.773
within a few hours,1,0.58,t,12,Centro Storico,43.76724,11.25789,Entire home/apt,12,2,3,12,158,2,1,1,24,248,58,2016.3,4.97,4.98,4.93,5,5,5,4.93,f,0.9,63.99
within an hour,0.92,0.98,f,2,Centro Storico,43.76807,11.24172,Entire home/apt,3,1,1,3,33,2,0,0,0,0,205,2015.8,4.63,4.75,4.53,4.92,4.93,4.8,4.75,f,2.91,43.2135
within a day,0.6,0.2,f,2,Centro Storico,43.77784,11.25581,Entire home/apt,4,1,1,2,75,2,24,52,82,357,106,2016.1,4.62,4.74,4.73,4.87,4.85,4.9,4.59,f,1.58,53.325
within a few hours,1,0.58,t,12,Centro Storico,43.76676,11.25989,Entire home/apt,8,2,2,8,123,2,1,1,24,224,26,2016.9,5,5,4.88,5,5,5,4.96,f,0.45,24.9075
within a few hours,1,0.58,t,12,Centro Storico,43.76698,11.25916,Entire home/apt,16,0,5,16,211,2,0,0,23,219,34,2016.9,4.97,5,4.97,5,5,5,4.97,f,0.59,56.0205
within a few hours,1,1,t,2,Centro Storico,43.772,11.26216,Entire home/apt,7,2,3,4,110,3,3,14,25,140,28,2015.9,4.78,4.93,4.96,5,4.93,4.96,4.88,f,0.4,19.8
within a few hours,1,0.85,f,8,Centro Storico,43.78151,11.2542,Private room,4,1.5,1,2,33,1,22,22,22,272,7,2018.6,4.57,4.71,4.71,4.71,4.71,4.86,4.57,f,0.19,2.8215
within a few hours,1,1,f,33,Centro Storico,43.77778,11.25491,Entire home/apt,6,1,1,0,88,3,29,59,84,359,11,2017.5,4.4,4.9,4.5,4.7,4.9,4.7,4.3,t,0.22,8.712
within an hour,1,0.98,f,77,Centro Storico,43.77707,11.25617,Entire home/apt,5,2,3,3,130,1,29,55,55,55,10,2016.1,4.3,4.7,4.7,4.6,4.6,4.8,4.5,t,0.15,8.775
within an hour,1,0,f,3,Centro Storico,43.76991,11.25876,Entire home/apt,4,1,1,0,85,2,18,18,18,30,117,2015.9,4.81,4.88,4.91,4.96,4.95,4.94,4.84,f,1.68,64.26
within an hour,1,1,t,23,Centro Storico,43.77724,11.25569,Entire home/apt,4,1,1,1,120,7,28,58,88,363,4,2017.1,4.25,5,5,5,5,5,4.25,t,0.07,3.78
within an hour,1,1,t,2,Centro Storico,43.76646,11.24606,Entire home/apt,2,1,1,2,50,2,20,37,67,342,180,2016.3,4.8,4.9,4.91,4.97,4.94,4.91,4.78,f,2.8,63
within an hour,1,1,t,2,Centro Storico,43.77541,11.24429,Entire home/apt,3,1,1,2,82,2,0,10,40,315,225,2015.9,4.9,4.95,4.96,4.95,4.96,4.88,4.89,f,3.23,119.187
within an hour,1,1,f,2,Centro Storico,43.77858,11.25673,Entire home/apt,2,1,1,1,,2,1,8,38,309,200,2016.4,4.71,4.83,4.62,4.95,4.94,4.91,4.73,t,3.15,70.875
within an hour,1,0.99,f,3,Centro Storico,43.76822,11.25594,Entire home/apt,6,1,2,2,110,2,9,27,50,102,220,2016.1,4.88,4.9,4.96,4.96,4.97,5,4.83,t,3.27,161.865
within an hour,1,1,f,32,Centro Storico,43.76761,11.25228,Entire home/apt,6,2,3,3,153,1,3,3,3,3,61,2016.3,4.63,4.82,4.83,4.85,4.9,4.97,4.75,t,0.95,65.4075
within an hour,1,1,t,3,Centro Storico,43.77939,11.25046,Entire home/apt,9,1.5,3,5,80,2,11,39,69,144,285,2016,4.9,4.92,4.91,4.98,4.96,4.9,4.79,t,4.19,150.84
within an hour,1,0.97,t,3,Centro Storico,43.76418,11.24775,Entire home/apt,4,1,1,3,50,7,0,0,0,0,81,2015.9,4.56,4.74,4.82,4.85,4.74,4.91,4.77,t,1.17,26.325
within an hour,1,1,t,6,Centro Storico,43.77137,11.25528,Entire home/apt,6,2,3,4,201,2,8,35,51,115,147,2016.7,4.9,4.91,4.94,4.91,4.95,5,4.87,t,2.47,223.4115
within an hour,1,1,f,2,Centro Storico,43.77171,11.25351,Private room,2,1,1,1,93,1,30,60,90,365,1,2016.9,5,5,5,5,5,5,5,f,0.02,0.837
within an hour,1,1,f,3,Centro Storico,43.76972,11.26293,Entire home/apt,7,2,2,7,103,2,0,0,0,192,1,2019.2,0,,,,,,,f,0.03,1.3905
within an hour,1,1,t,5,Centro Storico,43.77046,11.26297,Entire home/apt,4,1,1,2,52,2,28,54,84,359,121,2016.6,4.73,4.8,4.86,4.78,4.82,4.91,4.73,t,1.98,46.332
within an hour,1,1,f,4,Centro Storico,43.7717,11.25024,Entire home/apt,3,1,1,2,59,1,7,37,67,339,238,2015.9,4.79,4.88,4.92,4.94,4.93,4.99,4.81,t,3.42,90.801
within an hour,1,0.9,t,2,Centro Storico,43.77015,11.24412,Entire home/apt,3,2,2,3,120,3,15,19,19,167,105,2016.3,4.93,4.95,4.98,4.91,4.93,4.94,4.91,f,1.61,86.94
within an hour,1,0.95,t,10,Centro Storico,43.77,11.25638,Entire home/apt,6,1,,6,175,2,7,15,23,124,61,2017.6,4.87,4.84,4.8,4.9,4.9,5,4.77,t,1.25,98.4375
within an hour,0.86,0.89,f,64,Centro Storico,43.77043,11.25999,Entire home/apt,4,1,2,3,102,2,30,60,90,365,19,2016.1,4.16,4.42,4.21,4.47,4.26,4.84,4.21,t,0.28,12.852
within an hour,1,1,f,31,Centro Storico,43.76508,11.25026,Entire home/apt,2,1,1,2,464,1,29,59,89,364,20,2016.1,4.21,4.39,4,4.28,4.44,5,4.28,t,0.3,62.64
within an hour,1,0.99,t,7,Centro Storico,43.77175,11.26081,Entire home/apt,7,1,2,5,85,1,20,39,65,340,198,2016.4,4.62,4.66,4.69,4.65,4.71,4.96,4.61,t,3.13,119.7225
within an hour,1,0.83,f,2,Centro Storico,43.77658,11.25303,Private room,3,2,1,2,55,1,30,60,90,365,27,2016.1,4.76,4.88,4.88,4.88,4.84,4.96,4.92,f,0.4,9.9
within an hour,1,1,f,1,Centro Storico,43.77584,11.25801,Entire home/apt,4,1,1,2,79,2,0,0,10,285,127,2016.1,4.78,4.87,4.8,4.83,4.84,5,4.79,t,1.89,67.1895
within an hour,1,1,f,2,Centro Storico,43.76623,11.24576,Entire home/apt,2,1,,1,50,3,0,9,29,200,243,2016,4.71,4.86,4.9,4.82,4.85,4.89,4.67,f,3.56,80.1
within a few hours,1,0.67,t,1,Centro Storico,43.77169,11.25997,Entire home/apt,6,2,2,3,100,20,19,19,19,90,6,2019.1,5,5,5,5,5,5,4.83,f,0.2,9
within an hour,1,1,f,2,Centro Storico,43.76664,11.24456,Entire home/apt,4,1,2,2,85,2,1,12,35,245,377,2016.1,4.8,4.86,4.83,4.92,4.92,4.92,4.79,t,5.61,214.5825
within an hour,1,1,t,59,Centro Storico,43.77835,11.2395,Entire home/apt,3,1,1,2,73,2,30,60,90,202,118,2016,4.77,4.84,4.88,4.86,4.86,4.75,4.75,t,1.74,57.159
within an hour,1,1,t,1,Centro Storico,43.76847,11.25379,Entire home/apt,6,2,3,3,120,2,19,46,73,348,87,2016,4.89,4.89,4.92,4.97,4.98,4.99,4.88,t,1.28,69.12
within an hour,1,1,f,189,Centro Storico,43.77209,11.25349,Entire home/apt,4,1,1,3,227,3,0,0,0,40,8,2016.5,4.75,4.75,4.63,4.63,4.75,5,4.75,t,0.13,13.2795
within an hour,1,0.99,t,2,Centro Storico,43.78201,11.24168,Entire home/apt,4,1,1,2,85,2,12,37,58,329,275,2016.1,4.94,4.95,4.98,4.96,4.97,4.64,4.89,t,4.08,156.06
within an hour,1,1,t,14,Centro Storico,43.77819,11.25076,Entire home/apt,4,1,1,1,95,1,4,15,43,318,288,2016,4.77,4.89,4.68,4.96,4.97,4.94,4.73,t,4.24,181.26
within an hour,1,0.97,f,2,Centro Storico,43.76984,11.26525,Entire home/apt,4,1,1,2,60,2,0,0,0,193,439,2016,4.79,4.91,4.88,4.97,4.94,4.86,4.83,t,6.44,173.88
within an hour,1,1,t,8,Centro Storico,43.78545,11.24129,Hotel room,6,1,2,3,214,1,7,20,40,282,45,2016.2,4.82,4.95,4.84,4.89,4.91,4.5,4.86,t,0.68,65.484
within an hour,1,1,f,16,Centro Storico,43.77798,11.24304,Entire home/apt,4,1,1,2,100,2,0,0,0,60,144,2016,4.72,4.88,4.81,4.94,4.91,4.78,4.77,t,2.11,94.95
within an hour,1,1,t,2,Centro Storico,43.7802,11.26066,Entire home/apt,5,2,3,3,180,2,30,45,45,238,133,2016.1,4.95,4.95,4.98,5,4.96,4.92,4.94,t,1.97,159.57
within an hour,1,1,f,63,Centro Storico,43.775,11.25585,Entire home/apt,6,1.5,2,4,112,1,5,19,38,294,127,2016.4,4.71,4.79,4.85,4.84,4.88,4.98,4.74,t,2,100.8
within an hour,1,1,f,63,Centro Storico,43.78115,11.25753,Entire home/apt,7,2,2,5,98,1,5,18,42,306,154,2016,4.74,4.81,4.75,4.86,4.88,4.87,4.68,t,2.26,99.666
within a day,0.88,0.82,f,7,Centro Storico,43.7637,11.24681,Entire home/apt,4,1,1,2,38,1,12,33,59,149,138,2016,4.61,4.72,4.81,4.78,4.76,4.94,4.75,f,2.03,34.713
within a few hours,0.9,0.92,f,16,Centro Storico,43.76688,11.25399,Private room,16,0,6,13,43,1,30,60,90,365,19,2016.1,4.32,4.47,4.79,4.47,4.79,4.95,4.42,f,0.28,5.418
within an hour,1,1,f,33,Centro Storico,43.77741,11.25646,Entire home/apt,3,1,1,2,98,1,12,32,32,32,30,2016.1,4.4,4.73,4.57,4.7,4.77,4.9,4.6,t,0.45,19.845
within an hour,1,1,f,3,Centro Storico,43.7731,11.26535,Entire home/apt,8,2,3,8,103,2,0,0,0,0,19,2016.1,4.84,4.95,4.95,4.95,4.95,4.84,4.95,t,0.28,12.978
within an hour,1,1,f,1,Centro Storico,43.76463,11.24693,Entire home/apt,4,1,1,1,110,2,12,35,52,245,123,2016.3,4.91,4.96,4.99,4.93,4.98,4.92,4.85,t,1.9,94.05
within an hour,1,0.96,t,5,Centro Storico,43.77439,11.24547,Entire home/apt,4,1,1,2,88,2,17,47,77,352,208,2016.1,4.62,4.78,4.8,4.86,4.88,4.83,4.72,t,3.09,122.364
within a few hours,1,1,f,2,Centro Storico,43.76476,11.26504,Entire home/apt,3,1,1,1,42,3,27,41,71,161,225,2016.3,4.72,4.86,4.75,4.9,4.87,4.94,4.8,f,3.46,65.394
within an hour,0.97,0.98,f,4,Centro Storico,43.77604,11.26343,Entire home/apt,6,1,1,3,65,1,0,0,10,10,153,2016.1,4.81,4.89,4.92,4.95,4.95,4.88,4.87,f,2.27,66.3975
within an hour,1,1,f,189,Centro Storico,43.77747,11.25653,Entire home/apt,4,1,2,2,208,3,30,50,50,91,4,2017.5,3.5,3.5,3.75,4.25,4.25,4.5,3.75,t,0.08,7.488
within an hour,0.95,1,t,14,Centro Storico,43.77515,11.25611,Entire home/apt,4,1,2,3,112,1,18,48,76,348,106,2016.3,4.85,4.91,4.88,4.93,4.91,4.97,4.89,t,1.65,83.16
within an hour,1,1,f,12,Centro Storico,43.77496,11.25236,Entire home/apt,2,1,1,2,109,1,0,0,0,0,22,2020,4.55,4.77,4.68,4.86,5,4.73,4.64,t,1.1,53.955
within an hour,1,1,f,3,Centro Storico,43.7748,11.24736,Entire home/apt,4,2,2,4,108,2,6,6,6,168,158,2016.5,4.75,4.9,4.87,4.92,4.93,4.95,4.77,t,2.54,123.444
within a few hours,1,1,f,8,Centro Storico,43.76459,11.24552,Entire home/apt,4,1,2,2,70,2,30,60,86,361,20,2016.1,4.47,4.78,4.89,4.83,4.94,4.67,4.44,f,0.3,9.45
within an hour,1,1,t,1,Centro Storico,43.77418,11.26417,Entire home/apt,4,1,1,1,64,1,1,24,39,113,300,2016.1,4.97,4.99,4.94,5,5,4.97,4.97,t,4.45,128.16
within an hour,1,0.89,t,10,Centro Storico,43.76408,11.26264,Entire home/apt,4,1,1,1,140,3,0,0,0,0,7,2017.7,5,5,4.67,5,5,5,5,t,0.15,9.45
within an hour,1,1,f,12,Centro Storico,43.77012,11.25396,Entire home/apt,6,1.5,2,2,209,1,0,0,0,10,3,2016.2,5,5,5,5,5,5,5,t,0.05,4.7025
within an hour,1,0.87,t,20,Centro Storico,43.76609,11.24539,Entire home/apt,4,1,1,3,71,2,1,20,50,325,309,2016.1,4.81,4.88,4.77,4.89,4.93,4.93,4.77,t,4.57,146.0115
within an hour,1,1,t,2,Centro Storico,43.77043,11.24857,Entire home/apt,9,2,3,5,210,2,0,0,0,102,32,2016.4,4.78,4.91,5,4.94,4.84,4.91,4.88,t,0.5,47.25
within an hour,1,1,t,1,Centro Storico,43.76948,11.25888,Entire home/apt,6,1,2,4,95,2,11,31,31,224,127,2016.3,4.97,4.99,4.98,4.97,5,4.95,4.96,f,1.97,84.2175
within an hour,1,1,f,189,Centro Storico,43.77514,11.2608,Entire home/apt,4,1,1,2,179,3,0,0,0,41,2,2016.1,4.5,5,5,5,5,5,5,t,0.03,2.4165
